ts_code,name,industry,industry_l1,industry_l2,area,close,pct_chg,pe,pb,total_mv,revenue,gross_profit,gpr,net_profit,npm,list_date,ytd_2024,ytd_2025,ytd_2026
001309.SZ,德明利,半导体,电子,半导体,深圳,597.71,-3.05,158.20,20.41,1356.8,107.89,15.98,14.81,6.88,6.38,2022-07-01,1142.3,901.41,139.44
688498.SH,源杰科技,半导体,电子,半导体,陕西,1575.0,-3.31,145.33,9.17,1354.5,6.01,3.49,58.11,1.91,31.74,2022-12-21,959.94,1059.52,134.43
600118.SH,中国卫星,航天装备Ⅱ,国防军工,航天装备Ⅱ,北京,114.18,6.41,20.25,17.72,1349.61,61.03,5.39,8.84,0.36,0.39,1997-09-08,197.36,186.36,-22.98
603256.SH,宏和科技,玻璃玻纤,建筑材料,玻璃玻纤,上海,148.87,3.3,304.43,35.77,1347.27,11.71,4.17,35.57,2.02,17.24,2019-07-19,2084.15,2140.64,379.42
600893.SH,航发动力,航空装备Ⅱ,国防军工,航空装备Ⅱ,陕西,50.1,3.66,25.16,9.87,1335.67,463.31,42.24,9.12,6.34,1.59,1996-04-08,12.57,3.3,3.39
601229.SH,上海银行,城商行Ⅱ,银行,城商行Ⅱ,上海,9.24,-0.22,-8.51,-3.55,1312.91,547.61,,,241.93,44.14,2016-11-16,95.36,9.33,-8.32
688072.SH,拓荆科技,半导体,电子,半导体,辽宁,463.05,-3.44,40.32,9.34,1310.43,65.19,22.79,34.95,9.27,14.03,2022-04-20,290.06,298.38,64.64
600875.SH,东方电气,其他电源设备Ⅱ,电力设备,其他电源设备Ⅱ,四川,37.72,-5.98,55.35,-4.60,1304.36,786.15,123.67,15.94,38.31,5.11,1995-10-10,155.02,141.83,43.85
601888.SH,中国中免,商贸零售,商贸零售,商贸零售,北京,62.68,-0.59,-33.71,-2.91,1302.49,536.94,175.85,32.75,35.86,6.87,2009-10-15,-24.43,-7.44,-35.01
002466.SZ,天齐锂业,能源金属,有色金属,能源金属,四川,76.05,-3.81,37.32,4.85,1297.41,103.46,40.84,39.47,4.63,29.02,2010-08-31,14.98,91.94,9.07
002493.SZ,荣盛石化,炼化及贸易,石油石化,炼化及贸易,浙江,12.9,-0.15,10.16,-1.00,1288.58,3086.22,376.99,12.22,8.48,1.05,2010-11-02,15.29,34.19,0.23
600026.SH,中远海能,航运港口,交通运输,航运港口,上海,23.42,3.22,100.51,11.26,1279.9,238.92,62.42,26.13,40.37,18.51,2002-05-23,56.54,68.91,60.82
603296.SH,华勤技术,消费电子,电子,消费电子,上海,118.6,5.72,30.70,14.15,1273.76,1714.37,136.69,7.97,40.54,2.39,2023-08-08,115.3,68.64,23.07
601111.SH,中国国航,航空机场,交通运输,航空机场,北京,7.29,3.85,-22.20,9.46,1271.96,1714.85,88.37,5.15,,,2006-08-18,-8.01,-12.18,-26.3
601727.SH,上海电气,其他电源设备Ⅱ,电力设备,其他电源设备Ⅱ,上海,8.13,-0.25,-5.57,3.04,1263.4,1266.79,220.7,17.52,12.06,2.45,2008-12-05,95.24,7.61,-5.75
688702.SH,盛科通信-U,半导体,电子,半导体,江苏,307.88,-1.26,117.29,7.65,1262.31,11.51,5.66,49.21,,,2023-09-14,,,
002008.SZ,大族激光,自动化设备,机械设备,自动化设备,深圳,122.06,8.58,196.33,16.00,1257.22,187.59,62.43,33.28,11.9,7.03,2004-06-25,533.42,433.85,193.84
601390.SH,中国中铁,建筑工程,建筑工程,,北京,5.09,-0.39,-5.91,-1.74,1256.52,10934.94,1018.52,9.34,228.92,2.42,,-7.31,-17.47,-10.91
688111.SH,金山办公,软件开发,计算机,软件开发,北京,271.26,-1.07,-11.66,9.56,1255.93,59.29,50.96,85.95,18.36,30.73,2019-11-18,-15.1,-3.63,-21.68
600010.SH,包钢股份,普钢,钢铁,普钢,内蒙,2.77,-1.07,16.39,1.09,1254.51,663.58,64.11,9.66,3.74,0.58,2001-03-09,63.67,31.08,-2.47
603799.SH,华友钴业,能源金属,有色金属,能源金属,浙江,66.0,-3.23,-3.31,1.91,1252.02,810.19,141.54,17.47,61.1,9.28,2015-01-29,77.67,95.06,-20.77
603501.SH,豪威集团,半导体,电子,半导体,上海,99.18,-1.08,-21.22,-4.53,1250.66,288.55,88.4,30.63,40.45,13.97,2017-05-04,-9.62,-7.73,-28.36
601012.SH,隆基绿能,光伏设备,电力设备,光伏设备,陕西,16.36,-1.15,-10.11,-3.48,1239.76,703.47,5.7,0.81,,,2012-04-11,-37.9,-11.34,-26.01
688783.SH,西安奕材-U,半导体,电子,半导体,陕西,30.66,11.29,28.82,37.86,1238.05,26.49,1.04,3.92,,,2025-10-28,,,
600926.SH,杭州银行,城商行Ⅱ,银行,城商行Ⅱ,浙江,16.79,-0.89,9.88,-3.67,1217.11,387.99,,,190.29,49.05,2016-10-27,97.23,19.49,5.95
002202.SZ,金风科技,风电设备,电力设备,风电设备,新疆,28.49,0.11,39.66,11.68,1203.42,730.23,103.58,14.18,27.74,4.14,2007-12-26,205.47,137.69,7.52
600673.SH,东阳光,综合Ⅱ,综合,综合Ⅱ,广东,39.9,-6.84,77.89,20.11,1200.99,149.35,29.7,19.89,2.75,1.95,1993-09-17,432.07,216.65,52.71
002230.SZ,科大讯飞,软件开发,计算机,软件开发,安徽,49.91,-0.14,-0.76,1.50,1198.84,271.05,114.81,42.36,8.39,3.13,2008-05-12,9.44,6.36,-8.73
002709.SZ,天赐材料,电池,电力设备,电池,广东,58.41,-6.99,27.03,8.31,1190.98,166.5,37.03,22.24,13.62,8.07,2014-01-23,120.39,181.11,8.47
600018.SH,上港集团,航运港口,交通运输,航运港口,上海,5.11,0.99,-4.84,4.29,1189.61,396.11,143.09,36.12,135.65,37.75,2006-10-26,12.65,-11.15,-4.46
600905.SH,三峡能源,电力,公用事业,电力,北京,4.16,0.73,1.71,1.46,1189.26,283.99,118.74,41.81,37.14,14.52,2021-06-10,3.67,4.71,6.05
000166.SZ,申万宏源,证券Ⅱ,非银金融,证券Ⅱ,新疆,4.74,-0.21,-10.06,1.28,1186.9,242.56,,,95.07,43.4,2015-01-26,5.08,-11.03,-16.26
000617.SZ,中油资本,多元金融,非银金融,多元金融,新疆,9.35,-0.32,-2.04,0.11,1182.03,337.97,3.17,34.5,43.0,993.54,1996-10-22,53.88,21.45,-17.1
002602.SZ,世纪华通,游戏Ⅱ,传媒,游戏Ⅱ,浙江,15.96,-1.18,-6.45,-7.42,1176.41,378.98,265.08,69.95,56.05,15.09,2011-07-28,201.19,213.61,-17.29
688808.SH,N联讯,通用设备,机械设备,通用设备,江苏,1139.0,0.8,1291.06,31.68,1173.17,11.94,7.03,58.84,1.74,14.56,2026-04-24,,,
000425.SZ,徐工机械,工程机械,机械设备,工程机械,江苏,9.97,-3.86,-13.90,-0.70,1171.38,1008.23,227.94,22.61,65.72,6.63,1996-08-28,86.68,30.37,-14.99
601689.SH,拓普集团,汽车零部件,汽车,汽车零部件,浙江,66.89,3.75,-13.33,18.03,1162.55,295.81,57.47,19.43,27.79,9.41,2015-03-19,30.96,31.06,-20.05
300604.SZ,长川科技,半导体,电子,半导体,浙江,182.01,-2.04,79.66,1.51,1153.94,52.92,29.13,55.05,13.31,25.39,2017-04-17,456.39,414.89,92.11
600011.SH,华能国际,电力,公用事业,电力,北京,7.26,-0.14,-2.68,5.07,1139.67,2292.88,422.97,18.45,144.1,8.51,2001-12-06,29.61,55.17,31.54
600418.SH,江淮汽车,商用车,汽车,商用车,安徽,50.14,1.27,1.29,4.55,1130.16,465.69,57.1,12.28,,,2001-08-24,132.56,1.55,-27.39
605499.SH,东鹏饮料,饮料乳品,食品饮料,饮料乳品,深圳,199.98,-0.73,-25.21,1.73,1129.89,208.75,93.74,44.91,44.15,21.14,2021-05-27,53.56,-17.48,-28.21
601800.SH,中国交建,基础建设,建筑装饰,基础建设,北京,6.9,-0.58,-15.06,-2.27,1122.98,7311.09,831.34,11.37,147.51,2.85,2012-03-09,-4.51,-31.52,-20.13
000977.SZ,浪潮信息,IT设备,IT设备,,山东,76.48,4.42,14.83,7.98,1122.73,1647.82,80.47,4.88,24.13,1.46,,98.88,32.27,-5.45
600585.SH,海螺水泥,水泥,建筑材料,水泥,安徽,21.04,-0.8,-3.75,-0.75,1114.91,825.32,199.43,24.16,81.13,9.53,2002-02-07,-0.68,-9.33,-8.1
601169.SH,北京银行,城商行Ⅱ,银行,城商行Ⅱ,北京,5.27,0.0,-3.83,-0.57,1114.24,680.36,,,200.86,29.59,2007-09-19,32.23,-9.3,-6.34
002600.SZ,领益智造,消费电子,电子,消费电子,广东,15.09,3.85,-2.90,8.09,1102.78,514.29,81.27,15.8,22.88,4.52,2011-07-15,124.44,92.91,-5.91
002736.SZ,国信证券,证券Ⅱ,非银金融,证券Ⅱ,深圳,10.75,-0.56,-17.43,-1.92,1101.02,241.43,,,110.73,45.87,2014-12-29,31.48,0.3,-23.68
688506.SH,百利天恒,化学制药,医药生物,化学制药,四川,265.75,-3.89,-17.75,-2.66,1097.55,25.2,22.88,90.78,,,2023-01-06,,,
000807.SZ,云铝股份,工业金属,有色金属,工业金属,云南,31.52,-1.9,-4.02,-2.99,1093.11,600.43,100.79,16.79,60.55,12.24,1998-04-08,154.04,118.52,-14.42
600886.SH,国投电力,电力,公用事业,电力,北京,13.56,-0.37,3.35,-0.29,1085.34,530.14,218.08,41.14,73.93,25.39,1996-01-18,16.09,-7.13,10.34
601006.SH,大秦铁路,铁路公路,交通运输,铁路公路,山西,5.32,0.95,3.10,-1.30,1071.82,776.45,66.93,8.62,59.0,8.82,2006-08-01,-20.29,-18.18,1.16
300498.SZ,温氏股份,养殖业,农林牧渔,养殖业,广东,16.06,-1.29,-4.86,2.10,1068.63,1038.62,116.11,11.18,52.66,5.27,2015-11-02,-30.04,-13.2,-19.25
600015.SH,华夏银行,股份制银行Ⅱ,银行,股份制银行Ⅱ,北京,6.66,0.15,-1.62,-7.37,1059.94,919.14,,,272.0,30.19,2003-09-12,42.59,-5.31,1.48
000958.SZ,电投产融,多元金融,非银金融,多元金融,河北,6.08,-0.82,-6.03,2.70,1056.28,124.66,35.68,31.21,32.93,41.33,1999-12-23,66.31,4.01,-5.34
002080.SZ,中材科技,玻璃玻纤,建筑材料,玻璃玻纤,江苏,62.4,-1.23,71.71,16.90,1047.07,301.95,57.17,18.93,18.18,6.92,2006-11-20,341.02,430.97,70.56
600029.SH,南方航空,航空机场,交通运输,航空机场,广东,5.71,1.6,-28.71,4.96,1034.71,1822.56,184.76,10.14,8.57,1.47,2003-07-25,-5.57,-14.35,-32.8
601991.SH,大唐发电,电力,公用事业,电力,北京,5.54,9.92,58.74,37.13,1025.29,1212.55,231.38,19.08,73.86,8.27,2006-12-20,252.42,216.69,135.77
600115.SH,中国东航,航空机场,交通运输,航空机场,上海,4.61,1.77,-23.17,6.71,1018.26,1399.41,72.86,5.21,,,1997-11-05,11.17,10.03,-29.26
601669.SH,中国电建,基础建设,建筑装饰,基础建设,北京,5.85,-1.85,12.50,4.09,1007.72,6462.37,802.29,12.43,100.07,2.03,2011-10-18,17.0,6.46,2.86
002837.SZ,英维克,专用设备,机械设备,专用设备,深圳,102.28,-0.24,-4.31,10.17,999.28,60.68,16.91,27.86,5.22,8.94,2016-12-29,440.5,196.06,-18.85
002001.SZ,新 和 成,化学制品,基础化工,化学制品,浙江,32.29,0.12,28.19,-8.76,992.27,222.51,99.41,44.67,67.64,30.57,2004-06-25,97.62,50.14,22.73
601231.SH,环旭电子,消费电子,电子,消费电子,上海,41.49,-1.28,38.30,6.91,991.2,591.95,56.15,9.49,18.53,3.09,2012-02-20,178.4,155.48,34.51
300015.SZ,爱尔眼科,医疗服务,医药生物,医疗服务,湖南,10.55,0.09,-3.21,-4.78,983.79,223.53,105.31,47.11,32.4,15.54,2009-10-30,-38.05,-26.29,-17.12
300136.SZ,信维通信,消费电子,电子,消费电子,深圳,101.35,-0.3,63.47,15.84,981.07,89.1,20.3,22.79,7.09,7.92,2010-11-05,304.98,287.0,39.61
301377.SZ,鼎泰高科,通用设备,机械设备,通用设备,广东,237.38,0.99,71.27,6.45,973.26,21.44,9.08,42.34,4.34,20.14,2022-11-22,1416.67,1665.1,137.6
600160.SH,巨化股份,化学制品,基础化工,化学制品,浙江,35.58,-1.6,-6.96,-1.77,960.66,269.91,76.2,28.23,37.83,16.02,1998-06-26,131.63,54.36,-3.28
301638.SZ,南网数字,IT服务Ⅱ,计算机,IT服务Ⅱ,广东,30.09,-1.44,59.97,13.93,956.86,72.17,20.61,28.56,6.3,8.81,2025-11-18,,,
688271.SH,联影医疗,医疗器械,医药生物,医疗器械,上海,115.94,4.22,-7.62,3.20,955.35,138.0,64.88,47.01,18.69,13.36,2022-08-22,-15.62,-6.78,-11.63
000938.SZ,紫光股份,IT服务Ⅱ,计算机,IT服务Ⅱ,北京,33.17,0.73,34.84,5.03,948.66,967.48,141.16,14.59,16.86,2.24,1999-11-04,49.48,7.35,10.26
000538.SZ,云南白药,中药Ⅱ,医药生物,中药Ⅱ,云南,52.62,0.04,-4.63,-1.20,938.74,411.87,121.54,29.51,51.53,12.6,1993-12-15,17.94,-8.19,-10.62
600549.SH,厦门钨业,小金属,有色金属,小金属,福建,58.74,-1.77,43.06,6.86,932.79,462.65,82.8,17.9,23.09,7.24,2002-11-07,225.51,189.18,25.83
000895.SZ,双汇发展,食品加工,食品饮料,食品加工,河南,26.89,-1.21,4.75,-4.98,931.74,594.6,107.0,18.05,51.05,8.71,1998-12-10,8.83,5.97,-2.87
000625.SZ,长安汽车,乘用车,汽车,乘用车,重庆,9.29,-0.75,-21.67,-4.52,920.92,1640.0,254.86,15.54,40.75,1.93,1997-06-10,-48.11,-36.08,-31.78
601186.SH,中国铁建,基础建设,建筑装饰,基础建设,北京,6.75,-0.15,-11.99,-0.15,916.65,10297.84,1001.17,9.72,183.63,2.11,2008-03-10,-6.35,-23.56,-15.82
300450.SZ,先导智能,电池,电力设备,电池,江苏,54.75,-2.77,9.54,-1.10,916.51,144.43,48.13,33.32,15.64,10.8,2015-05-18,100.5,157.76,-8.02
301200.SZ,大族数控,专用设备,机械设备,专用设备,深圳,187.78,-3.18,58.10,1.45,908.86,57.73,20.27,35.12,8.24,14.18,2022-02-28,645.81,724.76,122.06
600584.SH,长电科技,半导体,电子,半导体,江苏,50.75,4.08,37.98,12.53,907.92,388.71,54.99,14.15,15.65,4.04,2003-06-03,158.37,98.66,97.21
002241.SZ,歌尔股份,消费电子,电子,消费电子,山东,25.5,0.63,-11.24,4.55,904.49,965.5,113.95,11.8,39.4,3.97,2008-05-22,32.43,8.35,-9.16
002027.SZ,分众传媒,广告营销,传媒,广告营销,上海,6.25,-1.57,-15.20,2.46,902.62,127.59,89.93,70.48,29.46,22.89,2004-08-04,6.57,-12.62,-21.55
002648.SZ,卫星化学,化学原料,基础化工,化学原料,浙江,26.66,-1.77,50.79,-8.07,898.18,460.68,102.8,22.31,53.11,11.52,2011-12-28,69.08,31.31,34.07
002625.SZ,光启技术,航空装备Ⅱ,国防军工,航空装备Ⅱ,深圳,41.53,-0.41,-14.83,6.95,894.97,20.46,10.02,48.97,6.87,33.58,2011-11-03,164.93,-10.72,-22.01
000630.SZ,铜陵有色,工业金属,有色金属,工业金属,安徽,6.67,1.83,10.98,6.89,894.38,1728.25,135.76,7.86,24.15,2.04,1996-11-20,121.36,125.08,17.18
688183.SH,生益电子,元件,电子,元件,广东,106.85,-1.03,11.66,-7.81,888.99,94.94,29.59,31.16,14.73,15.52,2021-02-25,1049.75,240.83,24.72
000426.SZ,兴业银锡,工业金属,有色金属,工业金属,内蒙,49.75,3.34,39.75,19.33,883.56,55.55,31.99,57.59,17.04,30.68,1996-08-28,342.23,244.83,1.35
601179.SH,中国西电,电网设备,电力设备,电网设备,陕西,17.19,-1.77,88.90,-0.06,881.16,238.13,54.04,22.75,12.7,6.36,2010-01-28,254.61,140.62,79.89
600879.SH,航天电子,航天装备Ⅱ,国防军工,航天装备Ⅱ,湖北,26.65,5.29,25.00,19.29,879.18,139.1,28.3,20.34,2.27,1.8,1995-11-15,145.15,123.0,-11.72
000100.SZ,TCL科技,光学光电子,电子,光学光电子,广东,4.22,-1.86,-7.05,-0.94,877.8,1842.11,242.06,13.15,45.17,0.12,2004-01-30,6.28,-10.2,-3.3
300757.SZ,罗博特科,自动化设备,机械设备,自动化设备,江苏,519.2,1.74,122.55,2.60,872.26,9.5,3.28,34.52,,,2019-01-08,975.17,176.41,127.33
600795.SH,国电电力,电力,公用事业,电力,辽宁,4.88,-0.2,-3.17,-0.81,870.4,1702.44,264.52,15.54,71.61,8.06,1997-03-18,34.27,24.41,4.58
600482.SH,中国动力,其他电源设备Ⅱ,电力设备,其他电源设备Ⅱ,河北,38.33,-1.72,85.17,-2.72,869.32,578.0,97.68,16.9,13.01,5.76,2004-07-14,107.26,56.16,67.49
002156.SZ,通富微电,半导体,电子,半导体,江苏,57.16,-3.25,51.62,13.75,867.69,279.21,40.73,14.59,12.19,4.93,2007-08-16,168.52,124.59,55.58
300390.SZ,天华新能,电池,电力设备,电池,江苏,103.45,-6.87,89.43,11.25,859.67,75.49,10.96,14.52,4.02,5.94,2014-07-31,261.0,289.27,51.51
600600.SH,青岛啤酒,非白酒,食品饮料,非白酒,山东,62.46,0.02,2.06,-1.09,851.95,324.73,135.88,41.84,45.88,14.53,1993-08-27,-9.27,-20.68,-0.45
600436.SH,片仔癀,中药Ⅱ,医药生物,中药Ⅱ,福建,141.18,-0.01,-16.35,1.39,851.32,90.01,32.79,36.43,21.59,23.81,2003-06-16,-44.27,-37.37,-24.3
001979.SZ,招商蛇口,房地产开发,房地产,房地产开发,深圳,9.43,1.84,9.14,9.02,850.21,1547.28,212.87,13.76,10.24,0.45,2015-12-30,7.86,-7.11,0.89
000301.SZ,东方盛虹,炼化及贸易,石油石化,炼化及贸易,江苏,12.85,0.08,18.00,-1.61,849.51,1255.87,135.23,10.77,1.34,0.09,2000-05-29,28.96,52.5,14.02
601825.SH,沪农商行,农商行Ⅱ,银行,农商行Ⅱ,上海,8.8,0.46,-5.27,-2.76,848.67,258.7,,,123.13,48.9,2021-08-19,83.13,9.84,-7.69
600988.SH,赤峰黄金,贵金属,有色金属,贵金属,内蒙,44.4,4.82,42.13,18.81,843.6,126.39,66.3,52.46,30.82,27.28,2004-04-14,139.44,112.56,5.78
300475.SZ,香农芯创,其他电子Ⅱ,电子,其他电子Ⅱ,安徽,181.02,-4.31,25.41,5.48,841.74,352.51,14.01,3.97,5.45,1.97,2015-06-10,414.27,516.41,2.52
600236.SH,桂冠电力,电力,公用事业,电力,广西,10.57,-0.66,34.99,4.04,833.13,103.93,56.1,53.98,32.8,35.72,2000-03-23,128.84,87.06,53.87
601916.SH,浙商银行,银行,银行,,浙江,3.01,-0.33,-0.99,1.69,826.7,625.14,,,129.31,21.69,,38.46,13.59,0.66
301358.SZ,湖南裕能,电池,电力设备,电池,湖南,97.25,-8.27,50.40,4.95,819.82,346.25,31.7,9.15,12.77,3.66,2023-02-09,166.02,98.36,30.91
001389.SZ,广合科技,元件,电子,元件,广东,173.0,-4.06,111.93,4.78,816.56,54.85,18.89,34.43,10.16,18.52,2024-04-02,256.4,267.39,120.6
601360.SH,三六零,软件开发,计算机,软件开发,天津,11.66,-0.43,4.39,7.17,816.2,86.93,57.84,66.54,2.63,2.93,2012-01-16,24.82,7.8,-7.98
000975.SZ,山金国际,贵金属,有色金属,贵金属,内蒙,29.23,3.8,22.56,8.90,811.72,170.99,54.41,31.82,29.72,19.11,2000-06-08,65.51,49.79,-6.2
601077.SH,渝农商行,银行,银行,,重庆,7.14,-1.52,14.11,-3.25,810.89,286.48,,,121.28,43.35,,97.98,23.2,7.45
603195.SH,公牛集团,家居用品,轻工制造,家居用品,浙江,44.8,0.63,9.72,9.14,809.98,160.26,69.13,43.14,40.71,25.44,2020-02-06,-2.41,-10.78,2.84
688775.SH,影石创新,消费电子,电子,消费电子,深圳,200.21,0.76,-14.77,5.58,802.84,97.41,44.56,45.74,9.29,9.1,2025-06-11,,,
300548.SZ,长芯博创,通信设备,通信,通信设备,浙江,274.71,0.52,93.46,11.24,802.15,25.33,10.29,40.61,3.35,22.89,2016-10-12,737.82,354.87,57.69
601838.SH,成都银行,城商行Ⅱ,银行,城商行Ⅱ,四川,18.87,-0.32,17.06,0.69,799.71,236.03,,,132.83,56.28,2018-01-31,101.77,19.19,16.69
688313.SH,仕佳光子,通信设备,通信,通信设备,河南,176.6,4.36,98.92,31.65,798.23,21.29,7.07,33.19,3.72,17.48,2020-08-12,1081.65,763.08,64.7
002812.SZ,恩捷股份,电池,电力设备,电池,云南,81.27,-4.74,43.49,3.52,798.07,136.33,25.59,18.77,1.43,1.03,2016-09-14,29.44,122.49,22.74
688375.SH,国博电子,军工电子Ⅱ,国防军工,军工电子Ⅱ,江苏,133.39,4.95,43.26,7.82,795.0,23.86,10.04,42.09,5.08,21.27,2022-07-22,68.21,93.4,-8.56
600958.SH,东方证券,证券Ⅱ,非银金融,证券Ⅱ,上海,9.32,-2.31,-14.50,-0.21,791.92,153.58,,,56.34,36.68,2015-03-23,15.13,-4.93,-16.44
301165.SZ,锐捷网络,通信设备,通信,通信设备,福建,99.38,0.38,11.91,6.65,790.07,143.16,50.79,35.48,6.96,4.86,2022-11-21,239.4,75.43,-3.91
600066.SH,宇通客车,商用车,汽车,商用车,河南,35.64,1.54,8.99,0.03,789.07,414.26,100.01,24.14,55.54,13.58,1997-05-08,315.12,46.44,3.58
000708.SZ,中信特钢,特钢Ⅱ,钢铁,特钢Ⅱ,湖北,15.59,1.1,-4.76,1.37,786.83,1073.73,160.36,14.94,59.29,5.64,1997-03-26,12.98,39.31,-10.05
600023.SH,浙能电力,电力,公用事业,电力,浙江,5.86,0.34,18.38,-0.51,785.77,795.54,98.08,12.33,75.28,9.6,2013-12-19,55.45,30.35,35.08
002179.SZ,中航光电,军工电子Ⅱ,国防军工,军工电子Ⅱ,河南,36.92,0.85,4.18,3.88,781.6,213.86,62.43,29.19,21.62,10.99,2007-11-01,-3.27,-1.11,1.76
600438.SH,通威股份,光伏设备,电力设备,光伏设备,四川,17.22,-1.54,-16.08,-0.06,775.24,841.28,22.72,2.7,,,2004-03-02,-38.82,-34.22,-31.17
600498.SH,烽火通信,通信设备,通信,通信设备,湖北,57.0,10.0,77.68,8.99,774.06,249.19,52.57,21.1,4.36,1.51,2001-08-23,194.92,166.07,34.74
601168.SH,西部矿业,工业金属,有色金属,工业金属,青海,32.47,2.85,17.64,13.61,773.76,616.87,120.69,19.57,36.43,9.97,2007-07-12,134.07,106.22,10.06
688048.SH,长光华芯,半导体,电子,半导体,江苏,438.88,11.71,250.12,20.38,772.43,4.77,1.65,34.54,0.22,4.8,2022-04-01,460.41,801.14,165.11
688396.SH,华润微,半导体,电子,半导体,江苏,58.14,1.95,9.99,7.67,772.1,110.54,29.16,26.38,6.61,5.02,2020-02-27,50.76,43.37,21.73
002532.SZ,天山铝业,工业金属,有色金属,工业金属,新疆,16.66,-1.42,3.60,-0.77,771.19,295.02,71.99,24.4,48.18,16.31,2010-12-31,199.8,113.2,-9.68
600048.SH,保利发展,房地产开发,房地产,房地产开发,广东,6.43,0.47,5.41,6.63,769.67,3081.44,392.87,12.75,10.35,1.63,2006-07-31,-35.18,-32.57,-9.18
688082.SH,盛美上海,半导体,电子,半导体,上海,160.21,-0.09,-9.00,9.28,769.01,67.86,32.79,48.32,13.96,20.56,2021-11-18,114.04,120.27,17.09
002311.SZ,海大集团,饲料,农林牧渔,饲料,广东,46.5,-1.9,-16.03,-5.33,764.92,1284.68,132.75,10.33,42.8,3.54,2009-11-27,13.59,4.43,-11.55
600703.SH,三安光电,光学光电子,电子,光学光电子,湖北,15.28,0.92,8.14,9.22,762.32,179.49,22.32,12.43,,,1996-05-28,10.96,29.56,5.42
688126.SH,沪硅产业,半导体,电子,半导体,上海,22.99,2.0,6.24,11.71,759.82,37.16,,,,,2020-04-20,50.29,40.58,15.79
600426.SH,华鲁恒升,农化制品,基础化工,农化制品,山东,35.51,-1.69,12.98,-8.93,753.88,309.69,59.32,19.16,33.15,11.8,2002-06-20,14.7,45.01,-4.82
300751.SZ,迈为股份,光伏设备,电力设备,光伏设备,江苏,269.51,1.98,30.84,20.87,751.93,81.52,31.48,38.61,7.22,8.45,2018-11-09,95.41,138.06,25.29
603893.SH,瑞芯微,半导体,电子,半导体,福建,178.3,-1.52,0.18,-2.08,750.64,44.02,18.47,41.95,10.4,23.62,2020-02-07,195.82,77.85,-2.78
000066.SZ,中国长城,计算机设备,计算机,计算机设备,深圳,23.09,-3.71,60.24,29.50,744.88,158.09,26.18,16.56,,,1997-06-26,84.62,32.47,26.4
688387.SH,信科移动-U,通信设备,通信,通信设备,湖北,21.77,5.17,68.76,24.76,744.32,61.45,14.19,23.08,,,2022-09-26,,,
600674.SH,川投能源,电力,公用事业,电力,四川,15.26,-0.2,9.78,-0.65,743.92,16.68,8.45,50.7,47.54,291.13,1993-09-24,9.61,-3.32,12.51
688223.SH,晶科能源,光伏设备,电力设备,光伏设备,江西,7.15,5.77,26.77,14.95,734.23,654.92,,,,,2022-01-26,-31.78,-17.4,1.58
301217.SZ,铜冠铜箔,电池,电力设备,电池,安徽,88.54,2.0,158.28,49.69,734.0,66.89,2.37,3.55,0.63,0.94,2022-01-27,790.41,896.11,196.47
603228.SH,景旺电子,元件,电子,元件,深圳,74.5,0.36,1.93,1.61,733.82,153.08,33.05,21.59,12.31,8.13,2017-01-06,248.16,175.02,-1.88
601018.SH,宁波港,航运港口,交通运输,航运港口,浙江,3.76,0.8,3.58,-2.34,731.47,310.2,89.53,28.86,51.68,18.29,2010-09-28,7.31,1.09,-1.4
600105.SH,永鼎股份,通信设备,通信,通信设备,江苏,49.94,5.09,98.96,11.35,730.12,52.87,7.34,13.89,2.34,3.94,1997-09-29,699.96,848.69,69.59
002304.SZ,洋河股份,白酒Ⅱ,食品饮料,白酒Ⅱ,江苏,48.3,-0.68,-20.48,-2.42,727.4,192.11,137.56,71.6,22.06,11.4,2009-11-06,-52.97,-40.51,-25.97
603659.SH,璞泰来,电池,电力设备,电池,上海,33.99,-4.98,25.38,-4.25,726.03,157.11,49.84,31.72,23.59,16.58,2017-11-03,55.55,106.11,11.64
001203.SZ,大中矿业,冶钢原料,钢铁,冶钢原料,内蒙,47.2,-5.77,54.00,1.20,723.58,40.9,18.99,46.44,7.36,18.0,2021-05-10,276.75,355.16,21.88
688729.SH,屹唐股份,半导体,电子,半导体,北京,24.39,0.0,-0.37,3.44,720.97,50.76,19.42,38.25,6.71,13.21,2025-07-08,,,
601061.SH,中信金属,贸易Ⅱ,商贸零售,贸易Ⅱ,北京,14.65,0.27,2.58,6.39,717.85,1418.19,21.29,1.5,26.89,1.9,2023-04-10,76.09,90.06,-13.63
601238.SH,广汽集团,乘用车,汽车,乘用车,广东,7.0,0.14,-14.22,0.57,713.79,965.42,,,,,2012-03-29,-27.89,-30.72,-24.54
600233.SH,圆通速递,物流,交通运输,物流,辽宁,20.84,-2.39,26.92,-4.62,713.35,752.77,71.63,9.52,43.22,5.67,2000-06-08,62.0,39.03,12.91
002851.SZ,麦格米特,其他电源设备Ⅱ,电力设备,其他电源设备Ⅱ,深圳,122.7,-0.24,36.23,16.75,712.89,94.03,20.96,22.29,1.46,2.1,2017-03-06,462.93,122.94,47.75
600415.SH,小商品城,一般零售,商贸零售,一般零售,浙江,12.98,-1.52,-18.62,-5.81,711.82,199.27,62.66,31.44,42.04,21.16,2002-05-09,92.28,-0.15,-20.93
601788.SH,光大证券,证券Ⅱ,非银金融,证券Ⅱ,上海,15.35,0.13,-12.54,4.07,707.79,108.52,,,37.24,34.63,2009-08-18,-2.13,-16.22,-19.51
